Date_2,Trade,Cost Category,"Cost
Code",Description,Actual Cost
1/10/2018,General,Design and Drafting,6515,Consultancy - Piping,0
1/10/2018,General,Design and Drafting,7080,Vacation - Design,"15,474.76"
1/10/2018,General,Design and Drafting,7081,Sick Leave - Design,"1,370.19"
1/10/2018,General,Design and Drafting,7084,Public Holiday - Design,0
1/10/2018,General,Site Admin,7000,Site Management Cost,"186,249.55"
1/10/2018,General,Site Admin,7001,Procurement & Subcontractor Management,"62,342.87"
1/10/2018,Plumbing & Drainage,Site Admin,7100,Plumbing & Drainage Site Engineering,0
1/10/2018,Plumbing & Drainage,Site Admin,7101,Plumbing Supervisors,0
1/10/2018,Plumbing & Drainage,Site Admin,7102,Plumbing Foreman,"10,668.12"
1/10/2018,Mechanical,Site Admin,7300,Mechanical Site Engineering,"80,530.55"
1/10/2018,Mechanical,Site Admin,7301,Mechanical Supervisors,"51,039.29"
1/10/2018,Mechanical,Site Admin,7302,Mechanical Foreman,"8,178.88"
1/10/2018,Electrical,Site Admin,7400,Electrical Site Engineering,"-233,105.70"
1/10/2018,Electrical,Site Admin,7401,Electrical Supervisors,"48,107.64"
1/10/2018,Electrical,Site Admin,7402,Electrical Foreman,"12,582.91"
1/10/2018,Electrical,Site Admin,7406,Telecom Engineer,"15,099.48"
1/10/2018,General,Site Admin,7501,Testing and Commissioning,"491,596.74"
1/10/2018,General,Site Admin,7600,QA/QC,703.19
1/10/2018,General,Site Admin,7601,Planning,"44,447.53"
1/10/2018,General,Site Admin,7602,HSE - Staff,"65,236.06"
1/10/2018,General,Site Admin,7603,QS,"79,892.47"
1/10/2018,General,Site Admin,7700,Material Submittals,"1,879.09"
1/10/2018,General,Site Admin,7800,Site Administration Staff,"138,066.21"
1/10/2018,General,Site Admin,7803,Site IT - Staff,"2,639.67"
1/10/2018,General,Site Admin,7807,Staff Accommodation,"6,805.13"
1/10/2018,General,Site Admin,7809,Site Staff Transportation - Staff,"16,187.84"
1/10/2018,General,Site Admin,7910,Site Store Staff,0
1/10/2018,General,Site Admin,,Staff Cost - VO SOPR,0
1/10/2018,General,Site Admin,,Staff Cost - DLP,0
1/10/2018,General,Site Admin,7860,Vacation - Site Staff,0
1/10/2018,General,Site Admin,7861,Sick Leave - Site Staff,0
1/10/2018,General,Site Admin,7863,Compassionate Leave - Site Staff,0
1/10/2018,General,Site Admin,7864,Public Holiday - Site Staff,0
1/10/2018,General,Site Admin,7602,HSE Related Items,0
1/10/2018,General,Site Admin,7801,Site Office Rentals and Running Cost,0
1/10/2018,General,Site Admin,7802,Site Establishment Works,0
1/10/2018,General,Site Admin,7803,Site IT Related Items,0
1/10/2018,General,Site Admin,7804,"Site Electricity, Telecom, Internet","129,360.32"
1/10/2018,General,Site Admin,7805,Material Transport (Trucks),"61,140.66"
1/10/2018,General,Site Admin,7806,Site Stationery,"10,607.70"
1/10/2018,General,Site Admin,7809,Site Staff Transportation - Related Items,0
1/10/2018,General,Site Admin,7810,Site Furniture,0
1/10/2018,General,Site Admin,7811,Staff Meals,"33,312.58"
1/10/2018,General,Site Admin,7812,General,"6,131.01"
1/10/2018,General,Site Admin,7816,Staff Fuel Reimbursement,"-8,393.00"
1/10/2018,General,Site Admin,7900,Tools and Machinery Rentals - Outside,"30,240.67"
1/10/2018,General,Site Admin,7901,Tools and Machinery Rentals - JLW,0
1/10/2018,General,Site Admin,EST,Estimatte To Commit - Staff,0
1/10/2018,General,Site Admin,VO,Prelims Variation Budget,0
1/10/2018,General,Site Admin,REC,Reconciliation with Staff Histogram,0
1/10/2018,General,Main Office,8000, Management cost,0
1/10/2018,General,Main Office,8001,Client Relation Costs,0
1/10/2018,General,Main Office,8003,Office Relation Costs (Estimation & Cost Control),0
1/10/2018,General,Main Office,8100,Head Office Administration,234.38
1/10/2018,General,Main Office,8103,Staff Accommodation,0
1/10/2018,General,Main Office,8104,Staff Training,"6,630.00"
1/10/2018,General,Main Office,8105,Staff Transportation,0
1/10/2018,General,Main Office,8107,IT,0
1/10/2018,General,Main Office,8109,"HO Electricity, Telecom, Internet",0
1/10/2018,General,Main Office,8112,Vacation,0
1/10/2018,General,Main Office,8113,Sick Leave,0
1/10/2018,General,Main Office,8116,Finance charges,0
1/10/2018,General,Main Office,8200,Banking charges,0
1/10/2018,General,Main Office,8201,Contract Insurances,"88,959.41"
1/10/2018,General,Main Office,8202,Gurantees and Bonds,0
1/10/2018,General,Main Office,8203,LC Charges,"28,206.57"
1/10/2018,General,Main Office,8206,Public Holiday,0
1/10/2018,General,Main Office,8221,Legal Charges,0
1/10/2018,General,Main Office,8117,Project Specific - Provision For Doubtful Debts,"49,737.67"
1/10/2018,Plumbing & Drainage,Tools and Machinery,9000,Plumbers Tool Box,0
1/10/2018,Electrical,Tools and Machinery,9001,Electrician Tool Box,0
1/10/2018,Mechanical,Tools and Machinery,9002,Mechanical Tool Box,0
1/10/2018,General,Tools and Machinery,9003,Drilling Machines,0
1/10/2018,Mechanical,Tools and Machinery,9006,Pipe Pressure Testing Equipment,0
1/10/2018,Plumbing & Drainage,Tools and Machinery,9008,HDPE Pipe Joiner,0
1/10/2018,General,Tools and Machinery,9009,Welding Machine,0
1/10/2018,General,Tools and Machinery,9012,Box Spanner Sets,0
1/10/2018,Electrical,Tools and Machinery,9015,Cable Pulling Machine,0
1/10/2018,General,Tools and Machinery,9016,Cutting and Chasing,0
1/10/2018,Electrical,Tools and Machinery,9019,Cable Crimping Tool,0
1/10/2018,General,Tools and Machinery,9020,"Mobile Scaffolds, Ladders","55,205.53"
1/10/2018,General,Tools and Machinery,9022,Megger,0
1/10/2018,General,Tools and Machinery,9023,Multi Meter,0
1/10/2018,Electrical,Tools and Machinery,9025,Earth Leakage Tester,0
1/10/2018,Electrical,Tools and Machinery,9028,Lux meter,0
1/10/2018,Electrical,Tools and Machinery,9031,Conduit Bending Machine,"11,212.25"
1/10/2018,General,Tools and Machinery,9100,Two Cabin Pick Up,"26,369.19"
1/10/2018,General,Tools and Machinery,9101,Car,"4,603.66"
1/10/2018,General,Tools and Machinery,9102,Mini Bus,"2,194.06"
1/10/2018,General,Tools and Machinery,9103,Bus,"20,733.31"
1/10/2018,General,Tools and Machinery,9105,Pic Up - 3 Ton,250
1/10/2018,General,Tools and Machinery,9106,Tools and Machinery (General),"9,458.00"
1/11/2018,Plumbing & Drainage,Materials_PD,2000,UPVC Pressure Pipes and Fittings,988.16
1/11/2018,Plumbing & Drainage,Materials_PD,2004,HDPE Pipes and Fittings,"22,995.02"
1/11/2018,Plumbing & Drainage,Materials_PD,2005,PEX Pipes and Fittings,0
1/11/2018,Plumbing & Drainage,Materials_PD,2006,PPR Pipes and Fittings,"-11,827.24"
1/11/2018,Plumbing & Drainage,Materials_PD,2011,Acoustic Pipe Insulation,0
1/11/2018,Plumbing & Drainage,Materials_PD,2020,Drainage Accessories,0
1/11/2018,Plumbing & Drainage,Materials_PD,2021,"Grease, Oil Interceptors","-11,740.00"
1/11/2018,Plumbing & Drainage,Materials_PD,2023,Manhole Covers,0
1/11/2018,Plumbing & Drainage,Materials_PD,2030,Potable Water Pumps and Accessories,0
1/11/2018,Plumbing & Drainage,Materials_PD,2031,Sump Pumps and Accessories,0
1/11/2018,Plumbing & Drainage,Materials_PD,2033,Sewage Pumps and Accessories,0
1/11/2018,Plumbing & Drainage,Materials_PD,2040,Water Tanks,0
1/11/2018,Plumbing & Drainage,Materials_PD,2041,Water Tank Fittings,0
1/11/2018,Plumbing & Drainage,Materials_PD,2043,Puddle Flanges,0
1/11/2018,Plumbing & Drainage,Materials_PD,2053,Electric Water Heaters,0
1/11/2018,Plumbing & Drainage,Materials_PD,2055,Heat Exchangers,0
1/11/2018,Plumbing & Drainage,Materials_PD,2060,Valves for Water Supply System,"1,691.99"
1/11/2018,Plumbing & Drainage,Materials_PD,2061,Gauges and Instruments,0
1/11/2018,Plumbing & Drainage,Materials_PD,2070,Sanitary Ware,"143,349.69"
1/11/2018,Plumbing & Drainage,Materials_PD,2081,Filtration Unit,0
1/11/2018,Plumbing & Drainage,Materials_PD,2090,Sterilization of Domestic Pipes - Dis-infection,0
1/11/2018,HVAC,Materials_HVAC,4001,Chilled Water Piping,"-8,102.83"
1/11/2018,HVAC,Materials_HVAC,4002,Chilled Water Pipe Insulation,"47,010.90"
1/11/2018,HVAC,Materials_HVAC,4003,Chilled Water Valves,883.69
1/11/2018,HVAC,Materials_HVAC,4006,Refrigerant Pipes and Accessories,"1,039.43"
1/11/2018,HVAC,Materials_HVAC,4008,Preinsulated Pipes and Fittings,0
1/11/2018,HVAC,Materials_HVAC,4010,GI Duct and Accessories,"133,342.78"
1/11/2018,HVAC,Materials_HVAC,4013,MS Duct and Accessories,"21,131.45"
1/11/2018,HVAC,Materials_HVAC,4014,Duct Insulation,"10,601.63"
1/11/2018,HVAC,Materials_HVAC,4016,Fire Rated Duct Work,"227,827.04"
1/11/2018,HVAC,Materials_HVAC,4018,MSFD/MSD/MVD,"45,132.31"
1/11/2018,HVAC,Materials_HVAC,4020,Fire Dampers/ Smoke Dampers,"-3,459.45"
1/11/2018,HVAC,Materials_HVAC,4021,Volume control Dampers/ Non Return Dampers,"4,326.50"
1/11/2018,HVAC,Materials_HVAC,4022,VAV/CAV,0
1/11/2018,HVAC,Materials_HVAC,4025,Sand Trap Louvers,"39,017.07"
1/11/2018,HVAC,Materials_HVAC,4026,Sound Attenuators,0
1/11/2018,HVAC,Materials_HVAC,4027,Grilles and Diffusers,"-2,462.87"
1/11/2018,HVAC,Materials_HVAC,4031,Heat Exchangers,0
1/11/2018,HVAC,Materials_HVAC,4036,Chemical Dosing Pot,0
1/11/2018,HVAC,Materials_HVAC,4040,Air Handling Units,0
1/11/2018,HVAC,Materials_HVAC,4042,Fan Coil Unit,"-2,442.70"
1/11/2018,HVAC,Materials_HVAC,4043,Split Units,0
1/11/2018,HVAC,Materials_HVAC,4044,CCU,0
1/11/2018,HVAC,Materials_HVAC,4050,Fans,"101,449.77"
1/11/2018,HVAC,Materials_HVAC,4051,Ecology Units,0
1/11/2018,HVAC,Materials_HVAC,4080,Pressure Gauges / Temperature Gauges,0
1/11/2018,HVAC,Materials_HVAC,4081,Vibration Isolators,"-7,756.17"
1/11/2018,HVAC,Materials_HVAC,4100,Flushing & Cleaning the System,"-14,875.00"
1/11/2018,Electrical,Materials_EL,5001,Cable Ducts,0
1/11/2018,Electrical,Materials_EL,5002,Conduits,-969.6
1/11/2018,Electrical,Materials_EL,5004,Cable Trunking,"62,283.67"
1/11/2018,Electrical,Materials_EL,5005,"Cable Trays, Ladders, Baskets","142,342.73"
1/11/2018,Electrical,Materials_EL,5006,GI Conduits,"141,788.11"
1/11/2018,Electrical,Materials_EL,5003,Lightning Protection and Earthing,0
1/11/2018,Electrical,Materials_EL,5010,Single Core Wires,"-39,591.64"
1/11/2018,Electrical,Materials_EL,5011,LV Cables,"-175,725.62"
1/11/2018,Electrical,Materials_EL,5012,LV Cable Terminations,0
1/11/2018,Electrical,Materials_EL,5013,Bus Ducts,"-1,635.02"
1/11/2018,Electrical,Materials_EL,5015,Fire Rated Cables,0
1/11/2018,Electrical,Materials_EL,5020,LV Switchboards,"-12,895.80"
1/11/2018,Electrical,Materials_EL,5021,Capacitor Banks & Active Harmonic Filters,0
1/11/2018,Electrical,Materials_EL,5022,Automatic Transfer Switches,0
1/11/2018,Electrical,Materials_EL,5023,Submain Distribution Boards,"-14,550.90"
1/11/2018,Electrical,Materials_EL,5024,Motor Control Centre,"-29,417.75"
1/11/2018,Electrical,Materials_EL,5025,Distribution Boards,0
1/11/2018,Electrical,Materials_EL,5026,"Control Panels, Motor Starters",0
1/11/2018,Electrical,Materials_EL,5027,"KWH Meters, Intelligent Metering",0
1/11/2018,Electrical,Materials_EL,5028,UPS,0
1/11/2018,Electrical,Materials_EL,5030,Back of House Lighting,"-110,535.00"
1/11/2018,Electrical,Materials_EL,5031,Front of House Lighting,"487,548.77"
1/11/2018,Electrical,Materials_EL,5034,External Lghting Luminaires,"130,355.40"
1/11/2018,Electrical,Materials_EL,5036,Intelligent Lighting Controls,-790
1/11/2018,Electrical,Materials_EL,5037,Emergency Lighting,0
1/11/2018,Electrical,Materials_EL,5038,EM wiring,"89,375.00"
1/11/2018,Electrical,Materials_EL,5039,"Lighting Wiring Accessories (Ceiling Roses, Switches, PC)",0
1/11/2018,Electrical,Materials_EL,5040,Isolators,"22,420.61"
1/11/2018,Electrical,Materials_EL,5041,Wiring Devices,"14,668.54"
1/11/2018,Electrical,Materials_EL,5042,Floor Boxes,0
1/11/2018,Electrical,Materials_EL,5050,Generator,"11,367.50"
1/11/2018,Electrical,Materials_EL,5052,"Generators - Fuel System (Tanks, Pumps, Piping, Controls)","402,280.00"
1/11/2018,Electrical,Materials_EL,5053,Generator Room Accessories,0
1/11/2018,Electrical,Materials_EL,5080,Fire Detection and Alarm System,0
1/11/2018,Electrical,Materials_EL,5081,FA Wiring,0
1/11/2018,Electrical,Materials_EL,5082,Disabled Alarm Panel,0
1/11/2018,Electrical,Materials_EL,5090,Public Address System,0
1/11/2018,Electrical,Materials_EL,5127,Wi-Fi,0
1/11/2018,Electrical,Materials_EL,5141,Building Management System wiring,0
1/11/2018,Electrical,Materials_EL,5143,Parking Management system,0
1/11/2018,Electrical,Materials_EL,5145,Leak Detection System,0
1/11/2018,LPG,Subcontractor,2700,Subcontract - LPG system,0
1/11/2018,Plumbing & Drainage,Subcontractor,2701,"Subcontract - Plumbing
M/S Hills and Fort Construction",0
1/11/2018,Fire Fighting,Subcontractor,3700,Subcontract - Fire Fighting,"4,564,367.93"
1/11/2018,HVAC,Subcontractor,4703,Subcontracts - Aluminium Cladding for Mechanical Duct and Pipes,"350,738.85"
1/11/2018,HVAC,Subcontractor,4715,Module - HVAC,"218,016.23"
1/11/2018,Electrical,Subcontractor,5703,Subcontract - FA & EM Lighting,"3,919.00"
1/11/2018,Electrical,Subcontractor,5705,Subcontract - Security System,"2,643,491.48"
1/11/2018,Electrical,Subcontractor,5707,Subcontract - A/V System,"1,884,608.50"
1/11/2018,Electrical,Subcontractor,5708,Subcontract - Structured Cabling (Including Materials),"73,752.41"
1/11/2018,Electrical,Subcontractor,5140,Building Management System & Controls,0
1/11/2018,Electrical,Subcontractor,5140,BMS Installation Works,0
1/11/2018,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S KBEC","2,542.00"
1/11/2018,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S Gospel","83,066.50"
1/11/2018,Plumbing & Drainage,Site Labour,7105,"Plumbing and Drainage Labour - Hire
M/S Delight Home","9,141.00"
1/11/2018,Plumbing & Drainage,Site Labour,7103,Plumbing & Drainage Labour,"230,705.54"
1/11/2018,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Al Qalaa",0
1/11/2018,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Strong Tech","278,145.89"
1/11/2018,Mechanical,Site Labour,4700,"Subcontract - Duct work
M/S Quality Line",0
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Al Rafa",0
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Jaafar","41,389.74"
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Jaafar - VO-001 Tiger Steel Beam",0
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah","36,824.40"
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah -  VO-002","102,256.00"
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Reyah -  VO-030",0
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Cool Line",0
1/11/2018,Mechanical,Site Labour,4701,"Subcontract - CHWP & ME Equip Inst'n.
M/S Al Burj Al Daieri",0
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S KBEC","10,457.00"
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Reyah (Welders)",0
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Noor Al F. (Module Installation)","24,243.75"
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Rabiee Al Awal","30,105.00"
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Batal Al Madina","22,422.50"
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Delight Home","19,502.00"
1/11/2018,Mechanical,Site Labour,7305,"Mechanical Labour - Hire
M/S Jaafar - Welder",0
1/11/2018,Mechanical,Site Labour,7303,Mechanical Labour,"97,997.03"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Arbab Shams",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Eram","18,671.76"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq - VO-009",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Bareeq - VO-039",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Dome","343,110.10"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Dome - VO-004","66,420.00"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Indicator",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Blue Lantern",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Najm Al Lail","108,535.00"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate","12,335.30"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-005",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-015","123,099.38"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Nimbus Delicate - VO-043",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S KBEC",0
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Golden Key","24,778.00"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S Gul Muhammad","53,366.20"
1/11/2018,Electrical,Site Labour,5700,"Subcontract- Electrical Installation
M/S MW Networks","63,037.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Jaafar tech",0
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S First Security Group",0
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S KBEC","149,425.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Gospel International","553,281.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Golden Oasis","36,769.50"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Mohamed Saeewad","91,333.50"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
Al Madah",0
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Global Classis","45,962.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Abacas",0
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Rabiee Al Awal","39,981.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Helix International","53,198.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Peter Sebastian",0
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Theeram Star","61,372.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Sahel Al Fasht","39,932.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Attune Technical","101,766.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Controls ME","7,092.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Batal Al Madina","29,165.00"
1/11/2018,Electrical,Site Labour,7605,"Electrical Labour - Hire
M/S Dynamo Electro.","69,958.00"
